MMSI,DATA ESTRAZIONE,ORA ESTRAZIONE,PORTO,RETRY_COUNT
620999053,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
671319100,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
314678000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
271050524,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
636023036,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
630001067,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
538003696,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
563157600,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
255976000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
271044659,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
341414000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
677085700,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
259153000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
373526000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
352001957,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
538004748,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
246360000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
671073100,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
372375000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
630001073,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
671012100,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
538004714,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
477147800,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
538008454,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
207138000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
373923000,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
622112839,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
622112860,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
622121071,2025-09-09,17:21:34,El Iskandariya (Alexandria),0
