MMSI,DATA ESTRAZIONE,ORA ESTRAZIONE,PORTO
630123900,2025-09-09,12:11:14,Dakar
663223000,2025-09-09,12:11:14,Dakar
663076000,2025-09-09,12:11:14,Dakar
663097000,2025-09-09,12:11:14,Dakar
663037000,2025-09-09,12:11:14,Dakar
663173000,2025-09-09,12:11:14,Dakar
663168000,2025-09-09,12:11:14,Dakar
636018382,2025-09-09,12:11:14,San-Pedro
314728000,2025-09-09,12:11:14,Abidjan
636015672,2025-09-09,12:11:14,Abidjan
314711000,2025-09-09,12:11:14,Abidjan
636016433,2025-09-09,12:11:14,Abidjan
636014241,2025-09-09,12:11:14,Abidjan
636092932,2025-09-09,12:11:14,Abidjan
255806105,2025-09-09,12:11:14,Abidjan
477940400,2025-09-09,12:11:14,Abidjan
205681000,2025-09-09,12:11:14,Abidjan
352004583,2025-09-09,12:11:14,Abidjan
538011365,2025-09-09,12:11:14,Abidjan
636020592,2025-09-09,12:11:14,Abidjan
636013163,2025-09-09,12:11:14,Takoradi
563246300,2025-09-09,12:11:14,Takoradi
259965000,2025-09-09,12:11:14,Takoradi
636092962,2025-09-09,12:11:14,Pointe Noire
563754000,2025-09-09,12:11:14,Pointe Noire
636022026,2025-09-09,12:11:14,Pointe Noire
352001654,2025-09-09,12:11:14,Pointe Noire
636020941,2025-09-09,12:11:14,Luanda
538006781,2025-09-09,12:11:14,Luanda
352003722,2025-09-09,12:11:14,Luanda
314736000,2025-09-09,12:11:14,Luanda
563152400,2025-09-09,12:11:14,Beira
636021798,2025-09-09,12:11:14,Beira
355611000,2025-09-09,12:11:14,Maputo
636013564,2025-09-09,12:11:14,Maputo
538009148,2025-09-09,12:11:14,Maputo
352004352,2025-09-09,12:11:14,Maputo
636016457,2025-09-09,12:11:14,Nacala
677037500,2025-09-09,12:11:14,Zanzibar
677045400,2025-09-09,12:11:14,Zanzibar
777070700,2025-09-09,12:11:14,Zanzibar
620999051,2025-09-09,12:11:14,Zanzibar
677036800,2025-09-09,12:11:14,Zanzibar
677078900,2025-09-09,12:11:14,Zanzibar
677016000,2025-09-09,12:11:14,Zanzibar
414246000,2025-09-09,12:11:14,Dar es Salaam
574493000,2025-09-09,12:11:14,Dar es Salaam
677091000,2025-09-09,12:11:14,Dar es Salaam
376011000,2025-09-09,12:11:14,Dar es Salaam
636024048,2025-09-09,12:11:14,Dar es Salaam
256862000,2025-09-09,12:11:14,Dar es Salaam
338775000,2025-09-09,12:11:14,Dar es Salaam
314572000,2025-09-09,12:11:14,Dar es Salaam
538006798,2025-09-09,12:11:14,Dar es Salaam
563169200,2025-09-09,12:11:14,Dar es Salaam
477925400,2025-09-09,12:11:14,Dar es Salaam
376601000,2025-09-09,12:11:14,Dar es Salaam
563272900,2025-09-09,12:11:14,Dar es Salaam
677073300,2025-09-09,12:11:14,Dar es Salaam
677022200,2025-09-09,12:11:14,Dar es Salaam
677026500,2025-09-09,12:11:14,Mombasa
636022107,2025-09-09,12:11:14,Mombasa
352002597,2025-09-09,12:11:14,Mombasa
538010808,2025-09-09,12:11:14,Mombasa
352002066,2025-09-09,12:11:14,Mombasa
356180000,2025-09-09,12:11:14,Mombasa
308599000,2025-09-09,12:11:14,Mombasa
256127000,2025-09-09,12:11:14,Mombasa
477832200,2025-09-09,12:11:14,Mombasa
352001427,2025-09-09,12:11:14,Mombasa
311000552,2025-09-09,12:11:14,Mombasa
477049100,2025-09-09,12:11:14,Mombasa
622123248,2025-09-09,12:11:14,As Suways
636022399,2025-09-09,12:11:14,As Suways
671781000,2025-09-09,12:11:14,As Suways
470990000,2025-09-09,12:11:14,As Suways
622166812,2025-09-09,12:11:14,As Suways
538009968,2025-09-09,12:11:14,As Suways
563212500,2025-09-09,12:11:14,As Suways
314795000,2025-09-09,12:11:14,As Suways
622123235,2025-09-09,12:11:14,As Suways
636016293,2025-09-09,12:11:14,As Suways
352246000,2025-09-09,12:11:14,As Suways
538003048,2025-09-09,12:11:14,As Suways
538011143,2025-09-09,12:11:14,As Suways
341349001,2025-09-09,12:11:14,As Suways
353282000,2025-09-09,12:11:14,As Suways
352003231,2025-09-09,12:11:14,As Suways
352004264,2025-09-09,12:11:14,As Suways
629009642,2025-09-09,12:11:14,As Suways
636024028,2025-09-09,12:11:14,As Suways
538010053,2025-09-09,12:11:14,As Suways
352003607,2025-09-09,12:11:14,As Suways
622166811,2025-09-09,12:11:14,As Suways
622123258,2025-09-09,12:11:14,As Suways
622166813,2025-09-09,12:11:14,As Suways
622123805,2025-09-09,12:11:14,As Suways
352005620,2025-09-09,12:11:14,As Suways
655881000,2025-09-09,12:11:14,As Suways
667002334,2025-09-09,12:11:14,As Suways
311018700,2025-09-09,12:11:14,As Suways
630001163,2025-09-09,12:11:14,As Suways
636022405,2025-09-09,12:11:14,As Suways
636024855,2025-09-09,12:11:14,As Suways
256053000,2025-09-09,12:11:14,As Suways
622123882,2025-09-09,12:11:14,As Suways
215524000,2025-09-09,12:11:14,As Suways
636025411,2025-09-09,12:11:14,As Suways
622123993,2025-09-09,12:11:14,As Suways
215249000,2025-09-09,12:11:14,As Suways
413269000,2025-09-09,12:11:14,As Suways
477850400,2025-09-09,12:11:14,As Suways
352003422,2025-09-09,12:11:14,As Suways
311001562,2025-09-09,12:11:14,As Suways
403640000,2025-09-09,12:11:14,As Suways
352002499,2025-09-09,12:11:14,As Suways
538009123,2025-09-09,12:11:14,As Suways
622113175,2025-09-09,12:11:14,As Suways
563159300,2025-09-09,12:11:14,As Suways
377074000,2025-09-09,12:11:14,As Suways
622166809,2025-09-09,12:11:14,As Suways
622123880,2025-09-09,12:11:14,As Suways
